tempo,valore
1654200000,33.675
1654200900,32.361
1654201800,33.852
1654202700,35.098
1654203600,32.746
1654204500,29.742
1654205400,36.218
1654206300,29.618
1654207200,30.314
1654208100,37.402
1654209000,33.312
1654209900,32.028
1654210800,37.842
1654211700,28.753
1654212600,33.138
1654213500,35.712
1654214400,31.449
1654215300,30.586
1654216200,35.03
1654217100,28.86
1654218000,30.394
1654218900,30.912
1654219800,36.538
1654220700,31.698
1654221600,30.875
1654222500,30.097
1654223400,33.386
1654224300,31.51
1654225200,48.912
1654226100,49.248
1654227000,49.248
1654227900,52.01
1654228800,55.998
1654229700,59.394
1654230600,57.696
1654231500,57.254
1654232400,58.35
1654233300,59.076
1654234200,60.048
1654235100,61.653
1654236000,62.858
1654236900,60.348
1654237800,61.764
1654238700,63.621
1654239600,60.594
1654240500,61.702
1654241400,61.38
1654242300,64.054
1654243200,62.88
1654244100,64.338
1654245000,64.521
1654245900,63.238
1654246800,64.56
1654247700,65.232
1654248600,65.826
1654249500,64.608
1654250400,63.974
1654251300,63.754
1654252200,63.744
1654253100,63.918
1654254000,64.426
1654254900,63.216
1654255800,64.137
1654256700,65.146
1654257600,63.438
1654258500,62.718
1654259400,61.62
1654260300,60.318
1654261200,59.394
1654262100,60.165
1654263000,59.338
1654263900,60.518
1654264800,60.864
1654265700,62.448
1654266600,62.112
1654267500,62.016
1654268400,59.952
1654269300,58.962
1654270200,61.894
1654271100,62.304
1654272000,61.842
1654272900,58.8
1654273800,60.528
1654274700,61.786
1654275600,61.334
1654276500,58.359
1654277400,57.014
1654278300,57.396
1654279200,54.174
1654280100,50.322
1654281000,49.27
1654281900,46.482
1654282800,45.534
1654283700,43.977
1654284600,42.114
1654285500,44.988
1654286400,33.819
1654287300,30.357
1654288200,30.298
1654289100,34.058
1654290000,30.828
1654290900,31.258
1654291800,33.81
1654292700,27.593
1654293600,32.832
1654294500,34.914
1654295400,30.366
1654296300,35.778
1654297200,26.737
1654298100,30.516
1654299000,35.174
1654299900,30.934
1654300800,27.936
1654301700,37.284
1654302600,28.38
1654303500,29.347
1654304400,34.836
1654305300,31.766
1654306200,30.394
1654307100,33.744
1654308000,28.908
1654308900,34.656
1654309800,31.344
1654310700,32.217
1654311600,48.048
1654312500,48.778
1654313400,53.28
1654314300,53.558
1654315200,52.666
1654316100,54.518
1654317000,52.33
1654317900,52.186
1654318800,54.047
1654319700,55.306
1654320600,55.902
1654321500,56.898
1654322400,57.046
1654323300,57.186
1654324200,55.365
1654325100,56.562
1654326000,60.375
1654326900,60.528
1654327800,60.174
1654328700,61.842
1654329600,61.929
1654330500,61.902
1654331400,62.074
1654332300,62.448
1654333200,64.05
1654334100,64.428
1654335000,64.29
1654335900,64.118
1654336800,64.338
1654337700,65.002
1654338600,64.87
1654339500,65.882
1654340400,64.14
1654341300,67.008
1654342200,67.428
1654343100,64.39
1654344000,62.736
1654344900,59.097
1654345800,59.874
1654346700,59.232
1654347600,51.216
1654348500,48.78
1654349400,47.962
1654350300,48.45
1654351200,32.246
1654352100,35.146
1654353000,31.392
1654353900,30.126
1654354800,38.601
1654355700,32.37
1654356600,32.47
1654357500,32.842
1654358400,35.28
1654359300,31.23
1654360200,28.348
1654361100,33.408
1654362000,33.387
1654362900,32.169
1654363800,31.287
1654364700,33.054
1654365600,28.416
1654366500,31.764
1654367400,30.432
1654368300,35.301
1654369200,32.112
1654370100,29.981
1654371000,28.397
1654371900,36.394
1654372800,33.474
1654373700,27.938
1654374600,35.01
1654375500,33.418
1654376400,31.392
1654377300,28.965
1654378200,36.874
1654379100,28.301
1654380000,31.872
1654380900,37.536
1654381800,26.515
1654382700,31.226
1654383600,32.046
1654384500,33.762
1654385400,32.247
1654386300,31.518
1654387200,29.683
1654388100,31.458
1654389000,34.848
1654389900,29.051
1654390800,27.82
1654391700,36.555
1654392600,29.513
1654393500,31.824
1654394400,29.952
1654395300,30.948
1654396200,29.704
1654397100,34.81
1654398000,28.848
1654398900,30.768
1654399800,32.074
1654400700,30.854
1654401600,29.069
1654402500,32.688
1654403400,30.882
1654404300,28.311
1654405200,30.48
1654406100,30.42
1654407000,30.694
1654407900,35.642
1654408800,28.505
1654409700,29.703
1654410600,29.788
1654411500,36.546
1654412400,31.402
1654413300,30.298
1654414200,27.256
1654415100,35.722
1654416000,31.44
1654416900,27.485
1654417800,36.258
1654418700,31.566
1654419600,31.38
1654420500,31.958
1654421400,32.218
1654422300,34.782
1654423200,27.351
1654424100,37.467
1654425000,29.599
1654425900,32.484
1654426800,34.438
1654427700,35.51
1654428600,31.898
1654429500,32.112
1654430400,34.119
1654431300,34.944
1654432200,28.139
1654433100,37.056
1654434000,32.553
1654434900,31.92
1654435800,32.592
1654436700,37.968
1654437600,28.579
1654438500,29.732
1654439400,31.266
1654440300,33.455
1654441200,28.149
1654442100,29.769
1654443000,29.06
1654443900,33.674
1654444800,27.89
1654445700,31.044
1654446600,31.27
1654447500,33.962
1654448400,29.331
1654449300,29.088
1654450200,35.076
1654451100,29.292
1654452000,29.837
1654452900,31.728
1654453800,32.928
1654454700,32.889
1654455600,31.659
1654456500,29.532
1654457400,35.097
1654458300,31.179
1654459200,29.637
1654460100,36.69
1654461000,31.2
1654461900,27.746
1654462800,37.728
1654463700,31.497
1654464600,29.885
1654465500,31.908
1654466400,30.566
1654467300,34.15
1654468200,29.356
1654469100,32.026
1654470000,35.018
1654470900,31.854
1654471800,27.112
1654472700,29.51
1654473600,33.627
1654474500,31.749
1654475400,31.851
1654476300,30.71
1654477200,32.122
1654478100,31.71
1654479000,32.666
1654479900,27.065
1654480800,31.833
1654481700,31.114
1654482600,30.874
1654483500,31.845
1654484400,42.882
1654485300,43.834
1654486200,45.486
1654487100,43.574
1654488000,47.499
1654488900,51.206
1654489800,52.398
1654490700,50.571
1654491600,55.536
1654492500,56.949
1654493400,58.443
1654494300,61.67
1654495200,62.465
1654496100,66.108
1654497000,69.648
1654497900,75.3
1654498800,74.958
1654499700,70.234
1654500600,82.158
1654501500,81.962
1654502400,75.984
1654503300,75.879
1654504200,79.23
1654505100,81.408
1654506000,79.142
1654506900,79.188
1654507800,81.478
1654508700,76.634
1654509600,76.071
1654510500,81.782
1654511400,88.666
1654512300,83.769
1654513200,84.742
1654514100,83.654
1654515000,83.394
1654515900,84.99
1654516800,87.003
1654517700,81.381
1654518600,86.688
1654519500,83.002
1654520400,81.542
1654521300,81.099
1654522200,79.094
1654523100,85.21
1654524000,84.969
1654524900,83.014
1654525800,82.944
1654526700,83.682
1654527600,83.04
1654528500,83.302
1654529400,84.132
1654530300,81.429
1654531200,81.003
1654532100,80.7
1654533000,74.628
1654533900,78.798
1654534800,76.33
1654535700,72.182
1654536600,74.198
1654537500,72.642
1654538400,59.991
1654539300,61.814
1654540200,59.442
1654541100,58.407
1654542000,51.474
1654542900,47.424
1654543800,44.565
1654544700,48.066
1654545600,28.841
1654546500,39.474
1654547400,26.891
1654548300,35.546
1654549200,33.888
1654550100,32.726
1654551000,35.578
1654551900,28.562
1654552800,32.322
1654553700,38.265
1654554600,31.278
1654555500,34.714
1654556400,31.824
1654557300,29.502
1654558200,33.177
1654559100,33.12
1654560000,31.602
1654560900,35.703
1654561800,28.916
1654562700,31.41
1654563600,32.17
1654564500,35.742
1654565400,29.98
1654566300,38.052
1654567200,29.072
1654568100,29.04
1654569000,36.249
1654569900,29.962
1654570800,47.202
1654571700,45.206
1654572600,45.963
1654573500,47.925
1654574400,55.659
1654575300,51.948
1654576200,56.858
1654577100,57.726
1654578000,57.014
1654578900,57.636
1654579800,61.758
1654580700,60.48
1654581600,61.374
1654582500,61.488
1654583400,67.082
1654584300,68.614
1654585200,68.676
1654586100,71.99
1654587000,77.55
1654587900,73.458
1654588800,72.934
1654589700,74.121
1654590600,72.394
1654591500,73.334
1654592400,76.742
1654593300,74.034
1654594200,72.546
1654595100,71.799
1654596000,67.536
1654596900,69.717
1654597800,73.083
1654598700,77.349
1654599600,77.53
1654600500,75.504
1654601400,81.482
1654602300,78.012
1654603200,75.435
1654604100,79.248
1654605000,78.126
1654605900,77.018
1654606800,76.215
1654607700,74.478
1654608600,76.07
1654609500,74.362
1654610400,79.977
1654611300,79.018
1654612200,78.902
1654613100,78.375
1654614000,76.962
1654614900,77.424
1654615800,78.453
1654616700,76.692
1654617600,70.878
1654618500,72.126
1654619400,73.38
1654620300,69.862
1654621200,69.648
1654622100,66.729
1654623000,67.998
1654623900,65.172
1654624800,60.732
1654625700,55.794
1654626600,54.174
1654627500,53.808
1654628400,47.988
1654629300,42.96
1654630200,43.584
1654631100,42.07
1654632000,33.034
1654632900,30.825
1654633800,36.567
1654634700,26.142
1654635600,32.706
1654636500,36.72
1654637400,28.273
1654638300,34.491
1654639200,31.998
1654640100,33.138
1654641000,30.287
1654641900,31.518
1654642800,31.594
1654643700,34.386
1654644600,31.47
1654645500,32.746
1654646400,30.645
1654647300,31.515
1654648200,30.144
1654649100,35.078
1654650000,31.086
1654650900,26.611
1654651800,34.251
1654652700,31.161
1654653600,34.128
1654654500,29.273
1654655400,31.546
1654656300,36.086
1654657200,44.187
1654658100,42.854
1654659000,46.194
1654659900,45.094
1654660800,50.61
1654661700,55.257
1654662600,55.095
1654663500,49.344
1654664400,51.321
1654665300,54.54
1654666200,58.906
1654667100,58.953
1654668000,57.821
1654668900,61.498
1654669800,63.744
1654670700,67.45
1654671600,70.206
1654672500,73.41
1654673400,73.68
1654674300,74.208
1654675200,71.28
1654676100,67.91
1654677000,72.048
1654677900,72.807
1654678800,72.768
1654679700,72.89
1654680600,77.886
1654681500,74.938
1654682400,75.042
1654683300,73.92
1654684200,78.885
1654685100,76.635
1654686000,73.278
1654686900,79.392
1654687800,79.353
1654688700,76.743
1654689600,76.05
1654690500,76.944
1654691400,77.424
1654692300,78.278
1654693200,69.582
1654694100,73.938
1654695000,75.312
1654695900,68.198
1654696800,78
1654697700,66.538
1654698600,71.078
1654699500,72.288
1654700400,69.024
1654701300,68.4
1654702200,67.374
1654703100,66.864
1654704000,64.203
1654704900,63.542
1654705800,61.479
1654706700,59.625
1654707600,58.522
1654708500,60.261
1654709400,58.474
1654710300,55.862
1654711200,49.227
1654712100,51.504
1654713000,46.464
1654713900,48.826
1654714800,38.277
1654715700,39.754
1654716600,42.537
1654717500,43.086
1654718400,35.307
1654719300,26.489
1654720200,30.114
1654721100,35.76
1654722000,31.074
1654722900,30.732
1654723800,32.466
1654724700,29.818
1654725600,34.233
1654726500,30
1654727400,30.267
1654728300,37.173
1654729200,30.999
1654730100,29.347
1654731000,34.068
1654731900,31.91
1654732800,34.666
1654733700,31.056
1654734600,31.23
1654735500,33.254
1654736400,31.632
1654737300,35.462
1654738200,29.28
1654739100,30.672
1654740000,33.504
1654740900,31.21
1654741800,36.47
1654742700,31.44
1654743600,42.691
1654744500,42.768
1654745400,43.958
1654746300,44.514
1654747200,46.246
1654748100,53.778
1654749000,55.382
1654749900,54.682
1654750800,56.687
1654751700,55.498
1654752600,59.886
1654753500,60.864
1654754400,60.71
1654755300,61.41
1654756200,67.248
1654757100,67.278
1654758000,68.034
1654758900,69.474
1654759800,70.934
1654760700,69.303
1654761600,67.65
1654762500,68.726
1654763400,69.926
1654764300,71.616
1654765200,70.878
1654766100,72.564
1654767000,71.772
1654767900,72.336
1654768800,71.73
1654769700,73.114
1654770600,74.602
1654771500,71.1
1654772400,74.052
1654773300,73.98
1654774200,76.692
1654775100,74.054
1654776000,75.39
1654776900,74.026
1654777800,74.928
1654778700,72.288
1654779600,73.382
1654780500,70.578
1654781400,73.19
1654782300,73.191
1654783200,72.336
1654784100,70.634
1654785000,72.646
1654785900,72.672
1654786800,66.786
1654787700,70.59
1654788600,67.449
1654789500,67.854
1654790400,64.884
1654791300,65.079
1654792200,66.278
1654793100,64.464
1654794000,64.446
1654794900,66.18
1654795800,64.55
1654796700,64.512
1654797600,57.936
1654798500,53.866
1654799400,52.35
1654800300,52.158
1654801200,43.45
1654802100,44.15
1654803000,43.86
1654803900,45.142
1654804800,36.746
1654805700,31.558
1654806600,33.146
1654807500,31.03
1654808400,32.09
1654809300,32.382
1654810200,37.614
1654811100,30.074
1654812000,29.772
1654812900,33.714
1654813800,32.448
1654814700,32.016
1654815600,36.894
1654816500,29.481
1654817400,28.08
1654818300,31.882
1654819200,36.134
1654820100,31.38
1654821000,28.726
1654821900,34.512
1654822800,31.37
1654823700,31.086
1654824600,34.53
1654825500,30.586
1654826400,28.447
1654827300,35.46
1654828200,30.444
1654829100,31.178
1654830000,43.614
1654830900,43.344
1654831800,41.664
1654832700,42.538
1654833600,51.006
1654834500,54.144
1654835400,56.1
1654836300,49.75
1654837200,56.178
1654838100,54.789
1654839000,61.62
1654839900,61.318
1654840800,60.806
1654841700,62.976
1654842600,65.412
1654843500,60.134
1654844400,65.607
1654845300,78.414
1654846200,68.256
1654847100,70.032
1654848000,76.29
1654848900,75.062
1654849800,66.442
1654850700,71.817
1654851600,74.71
1654852500,74.178
1654853400,72.25
1654854300,71.925
1654855200,73.419
1654856100,73.71
1654857000,75.674
1654857900,72.406
1654858800,74.61
1654859700,77.838
1654860600,78.17
1654861500,73.116
1654862400,74.64
1654863300,76.194
1654864200,74.649
1654865100,77.119
1654866000,74.294
1654866900,73.92
1654867800,73.354
1654868700,73.872
1654869600,73.689
1654870500,72.768
1654871400,76.071
1654872300,80.802
1654873200,72.51
1654874100,74.112
1654875000,74.906
1654875900,72.934
1654876800,72.834
1654877700,72.134
1654878600,71.166
1654879500,66.346
1654880400,67.545
1654881300,72.298
1654882200,69.342
1654883100,64.674
1654884000,60.902
1654884900,57.294
1654885800,53.643
1654886700,52.725
1654887600,48.048
1654888500,41.796
1654889400,42.598
1654890300,44.15
1654891200,34.626
1654892100,31.431
1654893000,31.065
1654893900,36.471
1654894800,30.633
1654895700,29.406
1654896600,36.354
1654897500,30.402
1654898400,30.549
1654899300,33.387
1654900200,33.045
1654901100,33.819
1654902000,35.742
1654902900,27.706
1654903800,32.122
1654904700,37.418
1654905600,28.822
1654906500,33.636
1654907400,31.526
1654908300,31.335
1654909200,32.658
1654910100,36.336
1654911000,30.78
1654911900,28.713
1654912800,36.768
1654913700,30.528
1654914600,32.763
1654915500,36.069
1654916400,46.548
1654917300,44.583
1654918200,47.798
1654919100,48.078
1654920000,53.578
1654920900,55.754
1654921800,54.406
1654922700,56.082
1654923600,55.353
1654924500,56.391
1654925400,56.286
1654926300,57.242
1654927200,58.368
1654928100,58.464
1654929000,60.048
1654929900,61.43
1654930800,61.344
1654931700,62.794
1654932600,60.768
1654933500,62.373
1654934400,63.85
1654935300,62.986
1654936200,60.933
1654937100,63.408
1654938000,62.976
1654938900,63.178
1654939800,64.041
1654940700,63.474
1654941600,63.574
1654942500,64.57
1654943400,65.306
1654944300,65.078
1654945200,64.167
1654946100,65.442
1654947000,65.196
1654947900,66.97
1654948800,57.216
1654949700,58.53
1654950600,56.112
1654951500,56.918
1654952400,50.898
1654953300,49.248
1654954200,45.966
1654955100,47.242
1654956000,35.157
1654956900,31.162
1654957800,32.457
1654958700,35.722
1654959600,35.406
1654960500,30.576
1654961400,30.432
1654962300,31.834
1654963200,37.998
1654964100,31.458
1654965000,30
1654965900,29.982
1654966800,29.577
1654967700,38.496
1654968600,31.344
1654969500,31.344
1654970400,30.306
1654971300,28.264
1654972200,29.942
1654973100,36.996
1654974000,31.75
1654974900,32.322
1654975800,28.505
1654976700,36.354
1654977600,32.409
1654978500,29.647
1654979400,33.3
1654980300,31.479
1654981200,30.72
1654982100,31.221
1654983000,35.691
1654983900,28.994
1654984800,29.011
1654985700,28.79
1654986600,35.626
1654987500,31.466
1654988400,32.19
1654989300,30.078
1654990200,29.328
1654991100,30.624
1654992000,30.834
1654992900,30.174
1654993800,33.36
1654994700,27.562
1654995600,28.454
1654996500,33.714
1654997400,31.968
1654998300,31.872
1654999200,35.002
1655000100,28.418
1655001000,29.923
1655001900,35.547
1655002800,28.668
1655003700,27.965
1655004600,31.86
1655005500,29.474
1655006400,34.368
1655007300,29.424
1655008200,27.341
1655009100,31.956
1655010000,29.157
1655010900,36
1655011800,29.367
1655012700,30.372
1655013600,26.892
1655014500,34.905
1655015400,26.871
1655016300,31.986
1655017200,36.336
1655018100,27.582
1655019000,29.328
1655019900,34.176
1655020800,24.643
1655021700,34.425
1655022600,32.283
1655023500,33.708
1655024400,28.925
1655025300,29.817
1655026200,32.074
1655027100,32.082
1655028000,39.333
1655028900,31.746
1655029800,30.162
1655030700,30.174
1655031600,30.834
1655032500,40.236
1655033400,32.544
1655034300,32.304
1655035200,31.834
1655036100,31.766
1655037000,36.538
1655037900,33.696
1655038800,32.966
1655039700,34.002
1655040600,32.746
1655041500,35.318
1655042400,31.335
1655043300,33.897
1655044200,34.618
1655045100,35.79
1655046000,34.866
1655046900,34.464
1655047800,34.464
1655048700,34.714
1655049600,38.613
1655050500,32.487
1655051400,32.841
1655052300,34.858
1655053200,31.92
1655054100,32.382
1655055000,39.561
1655055900,32.475
1655056800,32.88
1655057700,33.11
1655058600,30.934
1655059500,35.232
1655060400,33.129
1655061300,33.178
1655062200,30.538
1655063100,36.624
1655064000,28.716
1655064900,31.872
1655065800,36.825
1655066700,29.184
1655067600,28.599
1655068500,31.092
1655069400,32.64
1655070300,36.182
1655071200,28.408
1655072100,28.829
1655073000,31.188
1655073900,34.752
1655074800,30.318
1655075700,31.602
1655076600,31.404
1655077500,33.274
1655078400,32.928
1655079300,28.31
1655080200,34.57
1655081100,28.32
1655082000,33.408
1655082900,33.242
1655083800,29.167
1655084700,33.627
1655085600,33.237
1655086500,30.795
1655087400,29.474
1655088300,35.154
1655089200,52.962
1655090100,53.542
1655091000,50.09
1655091900,50.7
1655092800,54.362
1655093700,57.774
1655094600,59.28
1655095500,60.603
1655096400,60.278
1655097300,60.702
1655098200,73.034
1655099100,74.958
1655100000,71.846
1655100900,75.696
1655101800,79.794
1655102700,80.102
1655103600,81.658
1655104500,82.905
1655105400,87.295
1655106300,82.83
1655107200,81.002
1655108100,84.48
1655109000,83.782
1655109900,85.017
1655110800,82.53
1655111700,87.159
1655112600,86.361
1655113500,85.911
1655114400,86.438
1655115300,88.29
1655116200,89.494
1655117100,87.618
1655118000,89.874
1655118900,92.133
1655119800,90.423
1655120700,89.748
1655121600,90.432
1655122500,69.83
1655123400,37.758
1655124300,39.062
1655125200,77.412
1655126100,81.66
1655127000,65.7
1655127900,110.71
1655128800,92.246
1655129700,87.658
1655130600,87.744
1655131500,88.474
1655132400,90.414
1655133300,94.329
1655134200,93.37
1655135100,92.217
1655136000,90.118
1655136900,86.88
1655137800,85.266
1655138700,81.37
1655139600,80.247
1655140500,80.016
1655141400,78
1655142300,77.721
1655143200,68.832
1655144100,62.794
1655145000,64.886
1655145900,58.206
1655146800,53.079
1655147700,49.698
1655148600,45.014
1655149500,49.179
1655150400,30.384
1655151300,31.776
1655152200,37.845
1655153100,33.12
1655154000,32.496
1655154900,36.746
1655155800,28.947
1655156700,30.324
1655157600,31.95
1655158500,36.546
1655159400,28.879
1655160300,31.968
1655161200,32.688
1655162100,32.553
1655163000,30.96
1655163900,31.707
1655164800,31.557
1655165700,33.802
1655166600,30.366
1655167500,31.908
1655168400,28.101
1655169300,36.594
1655170200,32.112
1655171100,29.704
1655172000,31.92
1655172900,30.394
1655173800,32.736
1655174700,36.374
1655175600,42.642
1655176500,44.496
1655177400,49.44
1655178300,43.306
1655179200,55.893
1655180100,57.696
1655181000,59.028
1655181900,58.302
1655182800,58.254
1655183700,59.145
1655184600,71.28
1655185500,69.435
1655186400,70.032
1655187300,72.422
1655188200,73.45
1655189100,72.95
1655190000,72.942
1655190900,81.962
1655191800,79.078
1655192700,78.662
1655193600,72.459
1655194500,75.446
1655195400,84.066
1655196300,84.951
1655197200,82.245
1655198100,83.7
1655199000,86.582
1655199900,83.914
1655200800,83.646
1655201700,88.32
1655202600,88.618
1655203500,81.945
1655204400,86.238
1655205300,87.111
1655206200,86.256
1655207100,87.6
1655208000,88.224
1655208900,81.542
1655209800,88.962
1655210700,85.392
1655211600,86.13
1655212500,83.398
1655213400,83.856
1655214300,84.978
1655215200,84.462
1655216100,85.209
1655217000,86.026
1655217900,86.256
1655218800,86.64
1655219700,85.248
1655220600,86.64
1655221500,84.55
1655222400,83.258
1655223300,84.326
1655224200,82.53
1655225100,81.574
1655226000,80.784
1655226900,79.353
1655227800,77.943
1655228700,77.606
1655229600,61.86
1655230500,65.502
1655231400,61.008
1655232300,60
1655233200,52.914
1655234100,49.644
1655235000,48.786
1655235900,49.305
1655236800,29.657
1655237700,32.88
1655238600,37.314
1655239500,33.522
1655240400,35.052
1655241300,30.996
1655242200,34.263
1655243100,33.87
1655244000,36.249
1655244900,31.17
1655245800,33.255
1655246700,37.478
1655247600,28.484
1655248500,34.042
1655249400,37.554
1655250300,31.038
1655251200,29.818
1655252100,31.658
1655253000,36.606
1655253900,32.234
1655254800,31.278
1655255700,30.894
1655256600,33.888
1655257500,31.986
1655258400,33.178
1655259300,30
1655260200,31.43
1655261100,36.135
1655262000,42.746
1655262900,47.196
1655263800,44.859
1655264700,44.265
1655265600,55.056
1655266500,56.592
1655267400,56.998
1655268300,58.682
1655269200,55.212
1655270100,56.112
1655271000,63.818
1655271900,72.55
1655272800,62.148
1655273700,67.452
1655274600,71.202
1655275500,74.19
1655276400,77.556
1655277300,75.237
1655278200,72.354
1655279100,80.698
1655280000,81.036
1655280900,81.578
1655281800,80.046
1655282700,79.642
1655283600,80.841
1655284500,80.182
1655285400,82.954
1655286300,82.434
1655287200,82.869
1655288100,81.876
1655289000,85.596
1655289900,85.008
1655290800,86.794
1655291700,88.848
1655292600,85.19
1655293500,84.564
1655294400,81.063
1655295300,86.736
1655296200,87.045
1655297100,86.946
1655298000,88.014
1655298900,84.682
1655299800,85.881
1655300700,85.258
1655301600,84.51
1655302500,85.13
1655303400,85.788
1655304300,86.955
1655305200,85.365
1655306100,85.611
1655307000,86.63
1655307900,85.21
1655308800,85.257
1655309700,83.655
1655310600,82.425
1655311500,81.852
1655312400,79.785
1655313300,80.187
1655314200,78.117
1655315100,72.394
1655316000,66.114
1655316900,64.389
1655317800,63.639
1655318700,60.585
1655319600,54.922
1655320500,51.168
1655321400,46.358
1655322300,50.832
1655323200,31.563
1655324100,40.197
1655325000,30.855
1655325900,34.224
1655326800,39.178
1655327700,30.96
1655328600,32.034
1655329500,33.974
1655330400,40.254
1655331300,33.888
1655332200,31.977
1655333100,31.574
1655334000,38.629
1655334900,32.652
1655335800,30.297
1655336700,36.471
1655337600,35.402
1655338500,36.624
1655339400,30.01
1655340300,37.71
1655341200,32.822
1655342100,32.042
1655343000,33.63
1655343900,32.583
1655344800,37.488
1655345700,29.827
1655346600,29.693
1655347500,32.505
1655348400,47.355
1655349300,51.621
1655350200,46.176
1655351100,49.995
1655352000,52.908
1655352900,59.049
1655353800,62.208
1655354700,58.962
1655355600,60.432
1655356500,59.877
1655357400,66.651
1655358300,69.158
1655359200,71.75
1655360100,73.37
1655361000,77.472
1655361900,80.334
1655362800,82.224
1655363700,84.951
1655364600,86.87
1655365500,81.108
1655366400,85.212
1655367300,84.826
1655368200,86.352
1655369100,85.43
1655370000,86.074
1655370900,84.912
1655371800,87.906
1655372700,88.053
1655373600,89.722
1655374500,90.384
1655375400,91.802
1655376300,90.396
1655377200,92.562
1655378100,94.386
1655379000,93.111
1655379900,92.121
1655380800,93.814
1655381700,94.962
1655382600,97.104
1655383500,97.854
1655384400,97.478
1655385300,95.338
1655386200,96.144
1655387100,95.76
1655388000,96.93
1655388900,96.633
1655389800,97.98
1655390700,97.899
1655391600,97.248
1655392500,96.981
1655393400,97.332
1655394300,97.452
1655395200,94.107
1655396100,95.51
1655397000,92.928
1655397900,92.343
1655398800,91.994
1655399700,90.366
1655400600,87.888
1655401500,85.719
1655402400,79.322
1655403300,68.534
1655404200,66.174
1655405100,67.323
1655406000,54.252
1655406900,51.129
1655407800,50.602
1655408700,51.15
1655409600,36.442
1655410500,33.878
1655411400,30.864
1655412300,36.058
1655413200,36.171
1655414100,34.005
1655415000,34.215
1655415900,35.664
1655416800,31.257
1655417700,33.447
1655418600,35.498
1655419500,34.294
1655420400,35.952
1655421300,34.032
1655422200,33.801
1655423100,29.808
1655424000,37.083
1655424900,33.744
1655425800,36.528
1655426700,30.864
1655427600,35.829
1655428500,34.404
1655429400,34.15
1655430300,34.346
1655431200,31.335
1655432100,33.477
1655433000,33.12
1655433900,38.34
1655434800,44.103
1655435700,51.669
1655436600,51.57
1655437500,50.928
1655438400,55.354
1655439300,61.401
1655440200,63.15
1655441100,63.618
1655442000,63.477
1655442900,63.879
1655443800,76.49
1655444700,80.661
1655445600,79.545
1655446500,73.842
1655447400,85.354
1655448300,89.27
1655449200,85.258
1655450100,84.846
1655451000,88.185
1655451900,86.592
1655452800,85.104
1655453700,89.406
1655454600,88.023
1655455500,86.64
1655456400,93.177
1655457300,91.239
1655458200,90.048
1655459100,93.072
1655460000,90.048
1655460900,90.93
1655461800,92.304
1655462700,93.897
1655463600,94.234
1655464500,92.958
1655465400,93.6
1655466300,92.054
1655467200,94.992
1655468100,94.272
1655469000,94.416
1655469900,94.954
1655470800,95.538
1655471700,95.76
1655472600,94.198
1655473500,96.882
1655474400,96.405
1655475300,97.322
1655476200,97.134
1655477100,96.673
1655478000,96.218
1655478900,96.262
1655479800,94.368
1655480700,94.634
1655481600,92.46
1655482500,90.912
1655483400,89.7
1655484300,87.237
1655485200,86.679
1655486100,84.756
1655487000,83.598
1655487900,81.13
1655488800,77.568
1655489700,63.744
1655490600,71.685
1655491500,59.434
1655492400,57.33
1655493300,51.446
1655494200,50.082
1655495100,50.182
1655496000,32.514
1655496900,34.32
1655497800,38.526
1655498700,32.4
1655499600,30.354
1655500500,32.574
1655501400,40.426
1655502300,29.003
1655503200,33.828
1655504100,35.484
1655505000,34.26
1655505900,32.928
1655506800,34.752
1655507700,32.997
1655508600,37.563
1655509500,31.046
1655510400,31.546
1655511300,38.652
1655512200,33.204
1655513100,31.644
1655514000,30.816
1655514900,38.736
1655515800,33.348
1655516700,37.74
1655517600,32.88
1655518500,37.488
1655519400,29.433
1655520300,33.186
1655521200,50.218
1655522100,45.945
1655523000,50.46
1655523900,47.29
1655524800,55.898
1655525700,56.076
1655526600,56.304
1655527500,57.186
1655528400,56.102
1655529300,56.582
1655530200,61.162
1655531100,72.048
1655532000,64.714
1655532900,65.145
1655533800,69.12
1655534700,67.911
1655535600,69.35
1655536500,67.824
1655537400,69.475
1655538300,69.099
1655539200,69.849
1655540100,69.036
1655541000,69.898
1655541900,72.336
1655542800,76.041
1655543700,71.463
1655544600,71.136
1655545500,73.152
1655546400,72.354
1655547300,72.318
1655548200,72.758
1655549100,72.612
1655550000,73.095
1655550900,73.614
1655551800,73.226
1655552700,73.414
1655553600,62.87
1655554500,59.076
1655555400,60.886
1655556300,61.353
1655557200,54.96
1655558100,51.255
1655559000,49.622
1655559900,50.13
1655560800,32.592
1655561700,41.338
1655562600,35.694
1655563500,35.738
1655564400,33.072
1655565300,37.644
1655566200,33.274
1655567100,32.208
1655568000,39.338
1655568900,34.782
1655569800,35.118
1655570700,33.674
1655571600,32.43
1655572500,34.194
1655573400,33.063
1655574300,33.294
1655575200,32.784
1655576100,36.066
1655577000,29.396
1655577900,33.684
1655578800,33.351
1655579700,38.469
1655580600,29.29
1655581500,35.184
1655582400,32.436
1655583300,34.38
1655584200,37.13
1655585100,31.51
1655586000,29.876
1655586900,32.388
1655587800,40.284
1655588700,28.598
1655589600,33.705
1655590500,35.319
1655591400,36.468
1655592300,34.629
1655593200,28.378
1655594100,40.212
1655595000,33.324
1655595900,32.256
1655596800,30.93
1655597700,38.265
1655598600,31.23
1655599500,31.306
